data_pregao;sigla_acao;nome_acao;preco_abertura;preco_maximo;preco_minimo;preco_medio;preco_fechamento;qtd_negocios;volume_negocios
2009-01-02;BBAS3;BRASIL ON NM;6.449707;6.772378;6.326971;6.569094;6.580084;2869400;42991378
2009-01-05;BBAS3;BRASIL ON NM;6.5903;6.927809;6.357306;6.648028;6.702912;5339200;80961624
2009-01-06;BBAS3;BRASIL ON NM;6.80119;7.207586;6.578317;6.897987;7.071397;4080100;64215643
2009-01-07;BBAS3;BRASIL ON NM;6.981325;7.083241;6.695322;6.862905;6.913475;1831200;28678803
2009-01-08;BBAS3;BRASIL ON NM;6.823158;6.967778;6.530648;6.718192;6.755553;6465700;99102752
2009-01-09;BBAS3;BRASIL ON NM;7.034047;7.318609;6.712656;7.020774;6.966116;9691700;155177544
2009-01-12;BBAS3;BRASIL ON NM;6.87588;7.149855;6.742991;6.972536;6.909088;4354900;69244040
2009-01-13;BBAS3;BRASIL ON NM;6.809977;6.994423;6.556649;6.757659;6.637111;5232900;80677626
2009-01-14;BBAS3;BRASIL ON NM;6.673778;6.759055;6.088626;6.319135;6.189666;5398100;77802025
2009-01-15;BBAS3;BRASIL ON NM;6.234424;6.670237;6.001956;6.288438;6.580084;4127900;59228919
2009-01-16;BBAS3;BRASIL ON NM;6.708926;6.870078;6.2403;6.472618;6.316881;4429900;65367877
2009-01-19;BBAS3;BRASIL ON NM;6.454101;6.53701;6.222966;6.336676;6.334427;2770100;40052257
2009-01-20;BBAS3;BRASIL ON NM;6.326688;6.523687;5.819947;6.117414;5.900142;4680700;65254949
2009-01-21;BBAS3;BRASIL ON NM;6.036715;6.199501;5.763611;5.968315;6.031744;5100100;69488358
2009-01-22;BBAS3;BRASIL ON NM;6.150947;6.217265;5.707275;5.933233;5.944009;4485700;60730151
2009-01-23;BBAS3;BRASIL ON NM;5.839006;6.09292;5.624937;5.854299;5.834341;5048000;67426720
2009-01-26;BBAS3;BRASIL ON NM;5.93127;6.29276;5.828614;6.108643;6.189666;6175500;86087604
2009-01-27;BBAS3;BRASIL ON NM;6.150947;6.43931;6.027957;6.297209;6.294947;4164300;59838318
2009-01-28;BBAS3;BRASIL ON NM;6.50243;6.625828;6.331305;6.468233;6.452869;5446800;80379519
2009-01-29;BBAS3;BRASIL ON NM;6.322295;6.457074;6.110294;6.266512;6.207213;2608300;37260912
2009-01-30;BBAS3;BRASIL ON NM;6.203669;6.372696;6.088626;6.227045;6.229146;2523800;35851049
2009-02-02;BBAS3;BRASIL ON NM;6.107012;6.261674;5.954287;6.095487;6.03613;2733000;37994527
2009-02-03;BBAS3;BRASIL ON NM;6.107012;6.381578;5.984621;6.183192;6.220373;2827500;39897234
2009-02-04;BBAS3;BRASIL ON NM;6.260785;6.461515;6.023623;6.2402;6.123865;4734100;67356685
2009-02-05;BBAS3;BRASIL ON NM;6.133373;6.425987;6.027957;6.235815;6.316881;3308800;47067643
2009-02-06;BBAS3;BRASIL ON NM;6.375017;6.510364;6.188298;6.376143;6.395842;5666700;82422720
2009-02-09;BBAS3;BRASIL ON NM;6.309114;6.514805;6.175297;6.341061;6.273013;3706100;53608187
2009-02-10;BBAS3;BRASIL ON NM;6.335475;6.519246;6.066959;6.284053;6.202826;4481200;64253471
2009-02-11;BBAS3;BRASIL ON NM;6.273966;6.430428;6.101627;6.266512;6.286174;2497700;35715893
2009-02-12;BBAS3;BRASIL ON NM;6.172915;6.350492;6.001956;6.13934;6.119478;3965200;55547056
2009-02-13;BBAS3;BRASIL ON NM;6.304721;6.394901;6.144962;6.262127;6.242306;3514700;50205724
2009-02-16;BBAS3;BRASIL ON NM;6.194882;6.332728;6.084293;6.191963;6.202826;2396500;33849714
2009-02-17;BBAS3;BRASIL ON NM;6.085044;6.203942;5.915285;6.034094;5.987876;4014100;55248670
2009-02-18;BBAS3;BRASIL ON NM;6.001567;6.141769;5.832947;5.946389;5.926462;3764100;51068603
2009-02-19;BBAS3;BRASIL ON NM;6.243211;6.314965;5.962954;6.117414;6.053677;4978800;69462021
2009-02-20;BBAS3;BRASIL ON NM;5.953678;6.217461;5.814555;5.980741;6.118791;3262300;43552904
2009-02-25;BBAS3;BRASIL ON NM;6.092866;6.371762;5.903192;6.16904;6.235425;2940800;40468735
2009-02-26;BBAS3;BRASIL ON NM;6.335324;6.51245;6.169101;6.334923;6.28477;3682200;52062824
2009-02-27;BBAS3;BRASIL ON NM;6.155726;6.32638;6.036146;6.19594;6.212996;2159500;29847229
2009-03-02;BBAS3;BRASIL ON NM;6.070416;6.24469;5.765805;6.012124;5.876552;3610000;48412579
2009-03-03;BBAS3;BRASIL ON NM;5.953678;6.149386;5.761373;5.935908;5.957298;2950600;39080838
2009-03-04;BBAS3;BRASIL ON NM;6.151236;6.32638;5.991828;6.151107;6.212996;2495500;34250820
2009-03-05;BBAS3;BRASIL ON NM;6.065926;6.199307;5.858873;5.998674;5.970756;3515600;47041082
2009-03-06;BBAS3;BRASIL ON NM;5.994087;6.24469;5.858873;6.047991;6.08739;2961000;39959066
2009-03-09;BBAS3;BRASIL ON NM;5.971637;6.303688;5.872169;6.10179;6.033559;1373000;18689386
2009-03-10;BBAS3;BRASIL ON NM;6.124296;6.371762;6.031714;6.23629;6.293742;2501600;34815724
2009-03-11;BBAS3;BRASIL ON NM;6.353283;6.489758;6.186828;6.361822;6.338601;4340300;61627400
2009-03-12;BBAS3;BRASIL ON NM;6.312874;6.603215;6.208987;6.433555;6.414862;3087700;44324025
2009-03-13;BBAS3;BRASIL ON NM;6.519412;6.680366;6.341942;6.514255;6.544954;2750200;39978564
2009-03-16;BBAS3;BRASIL ON NM;6.600231;6.730288;6.346374;6.572538;6.52701;3572000;52368417
2009-03-17;BBAS3;BRASIL ON NM;6.487982;6.798362;6.381829;6.635305;6.719904;4306500;63765811
2009-03-18;BBAS3;BRASIL ON NM;6.64064;7.097889;6.55467;6.83257;6.957658;4511500;68824532
2009-03-19;BBAS3;BRASIL ON NM;7.071676;7.311189;6.94467;7.119503;7.08775;6179800;98130850
2009-03-20;BBAS3;BRASIL ON NM;7.053716;7.2295;6.802852;7.025353;6.953172;3429600;53744371
2009-03-23;BBAS3;BRASIL ON NM;7.192905;7.533565;7.01558;7.276419;7.446623;5162500;83827081
2009-03-24;BBAS3;BRASIL ON NM;7.381021;7.498896;7.102699;7.292013;7.244613;2700600;43467717
2009-03-25;BBAS3;BRASIL ON NM;7.222143;7.613558;7.116142;7.337333;7.25368;3170600;51336446
2009-03-26;BBAS3;BRASIL ON NM;7.353785;7.668596;7.18336;7.414378;7.493958;2769100;45311496
2009-03-27;BBAS3;BRASIL ON NM;7.358324;7.797018;7.259541;7.62285;7.707035;3256300;54793016
2009-03-30;BBAS3;BRASIL ON NM;7.489966;7.72822;7.349165;7.568466;7.571028;3835100;64074650
2009-03-31;BBAS3;BRASIL ON NM;7.67608;7.966717;7.523931;7.745215;7.648099;4251500;72674384
2009-04-01;BBAS3;BRASIL ON NM;7.580753;8.163936;7.483601;7.917431;8.051584;3606700;63047439
2009-04-02;BBAS3;BRASIL ON NM;8.170872;8.613411;8.066156;8.375165;8.264661;5229300;96669772
2009-04-03;BBAS3;BRASIL ON NM;8.279817;8.760179;8.169224;8.524722;8.65908;5686700;107032608
2009-04-06;BBAS3;BRASIL ON NM;8.624809;8.874841;8.249885;8.570042;8.613745;6041600;114256056
2009-04-07;BBAS3;BRASIL ON NM;8.497707;8.847322;8.272291;8.570042;8.563876;7115000;134569146
2009-04-08;BBAS3;BRASIL ON NM;8.307053;8.56296;7.703179;8.062456;7.865709;22459800;399642992
2009-04-09;BBAS3;BRASIL ON NM;8.057388;8.141004;7.393977;7.663639;7.643565;20356700;344366953
2009-04-13;BBAS3;BRASIL ON NM;7.662462;7.833709;7.402939;7.663639;7.657166;7913800;133892612
2009-04-14;BBAS3;BRASIL ON NM;7.712395;8.021755;7.586668;7.831323;7.765971;10446300;180538187
2009-04-15;BBAS3;BRASIL ON NM;7.807722;8.026342;7.671811;7.876643;7.933712;6016100;104610392
2009-04-16;BBAS3;BRASIL ON NM;8.066466;8.416192;7.886908;8.144032;8.319064;5997200;107843390
2009-04-17;BBAS3;BRASIL ON NM;8.32975;8.498749;8.178186;8.343441;8.346265;4665800;85910607
2009-04-20;BBAS3;BRASIL ON NM;8.125478;8.416192;7.981014;8.18482;8.16039;3178400;57414147
2009-04-22;BBAS3;BRASIL ON NM;8.170872;8.402433;7.976532;8.189352;8.069719;6171000;111525664
2009-04-23;BBAS3;BRASIL ON NM;8.175411;8.576719;8.04375;8.352505;8.44147;5643800;104045071
2009-04-24;BBAS3;BRASIL ON NM;8.465931;8.705141;8.335028;8.524722;8.432403;2842000;53466843
2009-04-27;BBAS3;BRASIL ON NM;8.384222;8.760179;8.084081;8.443145;8.214792;4328200;80630901
2009-04-28;BBAS3;BRASIL ON NM;8.225344;8.553787;8.110968;8.320781;8.323597;3512400;64499404
2009-04-29;BBAS3;BRASIL ON NM;8.465931;8.801457;8.357434;8.624426;8.65908;4150500;79001823
2009-04-30;BBAS3;BRASIL ON NM;8.806384;8.934465;8.272291;8.56551;8.368933;4356500;82282866
2009-05-04;BBAS3;BRASIL ON NM;8.665664;8.893186;8.514276;8.715066;8.767885;3978300;76531429
2009-05-05;BBAS3;BRASIL ON NM;8.715597;9.04454;8.6039;8.878219;8.86309;3002600;58843708
2009-05-06;BBAS3;BRASIL ON NM;8.965262;9.86552;8.850366;9.440189;9.547656;6833000;142403726
2009-05-07;BBAS3;BRASIL ON NM;9.646168;9.769204;8.962396;9.222652;9.0671;3461900;70449791
2009-05-08;BBAS3;BRASIL ON NM;9.48729;9.608677;9.029614;9.290632;9.216707;2665000;54629462
2009-05-11;BBAS3;BRASIL ON NM;9.12414;9.37018;8.854847;9.163736;9.234841;2453700;49621511
2009-05-12;BBAS3;BRASIL ON NM;9.305715;9.498602;8.895178;9.12748;9.021764;2958100;59571809
2009-05-13;BBAS3;BRASIL ON NM;8.851778;9.0583;8.612863;8.805707;8.772419;2253900;43812136
2009-05-14;BBAS3;BRASIL ON NM;8.770069;9.273864;8.424652;8.837431;9.157771;2816500;54958421
2009-05-15;BBAS3;BRASIL ON NM;9.17819;9.280823;8.886112;9.090109;8.987092;1262000;25194799
2009-05-18;BBAS3;BRASIL ON NM;9.118917;9.672322;9.003153;9.340463;9.451471;2793000;57319987
2009-05-19;BBAS3;BRASIL ON NM;9.529268;9.921038;9.25074;9.627231;9.5835;3013300;63739970
2009-05-20;BBAS3;BRASIL ON NM;9.620457;9.971703;9.228232;9.586264;9.401391;3124600;65806343
2009-05-21;BBAS3;BRASIL ON NM;9.169071;9.418999;9.012156;9.208458;9.264809;2146300;43433070
2009-05-22;BBAS3;BRASIL ON NM;9.410722;9.534145;8.980645;9.258529;9.196518;2377700;48366773
2009-05-25;BBAS3;BRASIL ON NM;9.269379;9.432816;9.070677;9.231218;9.196518;785800;15943006
2009-05-26;BBAS3;BRASIL ON NM;9.219225;9.71838;9.025661;9.449708;9.578947;2254700;46828702
2009-05-27;BBAS3;BRASIL ON NM;9.634136;9.902615;9.349775;9.649991;9.560736;2356100;49947457
2009-05-28;BBAS3;BRASIL ON NM;9.670611;9.980915;9.498327;9.74558;9.811137;2028200;43446564
2009-05-29;BBAS3;BRASIL ON NM;9.875787;10.059214;9.525336;9.700061;9.63358;2530400;53934210
2009-06-01;BBAS3;BRASIL ON NM;9.85299;10.045397;9.615368;9.845722;9.820242;2464300;53314376
2009-06-02;BBAS3;BRASIL ON NM;9.798276;10.427684;9.552346;10.068764;10.061537;3550100;78552607
2009-06-03;BBAS3;BRASIL ON NM;10.030809;10.257267;9.624371;9.886689;9.73374;2886300;62701722
2009-06-04;BBAS3;BRASIL ON NM;9.907703;10.330961;9.475819;10.027797;10.175355;2824400;62240821
2009-06-05;BBAS3;BRASIL ON NM;10.308935;10.501378;9.682891;10.055108;9.924955;2950700;65183954
2009-06-08;BBAS3;BRASIL ON NM;9.866668;10.271084;9.709901;10.018693;10.102511;1812100;39899934
2009-06-09;BBAS3;BRASIL ON NM;10.121998;10.317143;9.804434;10.046004;9.947719;2098400;46311309
2009-06-10;BBAS3;BRASIL ON NM;10.0992;10.229631;9.777424;10.005038;10.038773;3016500;66324916
2009-06-12;BBAS3;BRASIL ON NM;10.076403;10.271084;9.804434;10.068764;10.061537;2498700;55284874
2009-06-15;BBAS3;BRASIL ON NM;9.994333;10.155938;9.457813;9.791099;9.742846;2775800;59709150
2009-06-16;BBAS3;BRASIL ON NM;9.871227;10.096061;9.453311;9.750132;9.560736;2191200;46928799
2009-06-17;BBAS3;BRASIL ON NM;9.483674;9.672322;9.178715;9.463364;9.537973;2438000;50708781
2009-06-18;BBAS3;BRASIL ON NM;9.574863;9.746015;9.228232;9.508882;9.3331;1788800;37360648
2009-06-19;BBAS3;BRASIL ON NM;9.438079;9.990126;9.318264;9.558953;9.560736;2309100;48503944
2009-06-22;BBAS3;BRASIL ON NM;9.506471;9.672322;9.160708;9.413293;9.296678;1535500;31765188
2009-06-23;BBAS3;BRASIL ON NM;9.335259;9.578345;9.155118;9.375502;9.304803;2208900;45104642
2009-06-24;BBAS3;BRASIL ON NM;9.454824;9.592281;9.082459;9.352545;9.208356;2930400;59687763
2009-06-25;BBAS3;BRASIL ON NM;9.206496;9.894217;9.091541;9.50865;9.782443;2652100;54951482
2009-06-26;BBAS3;BRASIL ON NM;9.795124;9.98712;9.527499;9.78413;9.736516;1735500;36988027
2009-06-29;BBAS3;BRASIL ON NM;9.868702;10.028927;9.609241;9.779539;9.791628;1530900;32607615
2009-06-30;BBAS3;BRASIL ON NM;9.84111;10.019637;9.541123;9.7474;9.727331;2203400;46789074
2009-07-01;BBAS3;BRASIL ON NM;9.795124;10.019637;9.654654;9.839226;9.805406;2688400;57626131
2009-07-02;BBAS3;BRASIL ON NM;9.680157;10.158992;9.559288;9.908096;10.012078;3451500;74494582
2009-07-03;BBAS3;BRASIL ON NM;9.97907;10.172927;9.840844;10.009106;10.012078;1399100;30501263
2009-07-06;BBAS3;BRASIL ON NM;9.877899;10.172927;9.67736;9.917279;10.058005;1603700;34669169
2009-07-07;BBAS3;BRASIL ON NM;9.983668;10.107895;9.718231;9.908096;9.956965;4459900;96272128
2009-07-08;BBAS3;BRASIL ON NM;9.827314;10.080024;9.341309;9.664756;9.644662;2628600;55334699
2009-07-10;BBAS3;BRASIL ON NM;9.689355;9.875636;9.250484;9.462737;9.460954;2446600;50430850
2009-07-13;BBAS3;BRASIL ON NM;9.528402;9.875636;9.195989;9.531607;9.460954;2939700;61028143
2009-07-14;BBAS3;BRASIL ON NM;9.583586;9.680539;9.132412;9.412232;9.460954;3230100;66220208
2009-07-15;BBAS3;BRASIL ON NM;9.634171;10.12183;9.504793;9.830044;9.892668;2918300;62509344
2009-07-16;BBAS3;BRASIL ON NM;9.84111;10.135766;9.64103;9.926462;9.892668;2638100;57042273
2009-07-17;BBAS3;BRASIL ON NM;9.896294;10.066088;9.718231;9.880548;9.920224;2140300;46070132
2009-07-20;BBAS3;BRASIL ON NM;9.97907;10.233314;9.79089;10.018288;10.080968;3077000;67147736
2009-07-21;BBAS3;BRASIL ON NM;10.163016;10.344799;9.931669;10.151437;10.204971;2153000;47621344
2009-07-22;BBAS3;BRASIL ON NM;10.071043;10.474863;9.945292;10.243264;10.168229;2009700;44843241
2009-07-23;BBAS3;BRASIL ON NM;10.259587;10.679251;10.058823;10.4361;10.42542;4078300;92739387
2009-07-24;BBAS3;BRASIL ON NM;10.392948;10.823251;10.254096;10.569248;10.655055;2549600;58708741
2009-07-27;BBAS3;BRASIL ON NM;10.668867;10.865058;10.340379;10.615162;10.700982;2333000;53949186
2009-07-28;BBAS3;BRASIL ON NM;10.553901;10.939381;10.376709;10.670258;10.8158;2508900;58321977
2009-07-29;BBAS3;BRASIL ON NM;10.645874;10.781445;10.317673;10.550883;10.632092;3021800;69467804
2009-07-30;BBAS3;BRASIL ON NM;10.797629;11.18093;10.649183;10.945738;10.916839;2397300;57171259
2009-07-31;BBAS3;BRASIL ON NM;10.894201;11.185575;10.662807;10.904416;10.857134;2110500;50129280
2009-08-03;BBAS3;BRASIL ON NM;10.940187;11.204155;10.799043;11.005425;11.063805;2083800;49959307
2009-08-04;BBAS3;BRASIL ON NM;10.986174;11.413188;10.830832;11.175304;11.284255;2343400;57051656
2009-08-05;BBAS3;BRASIL ON NM;11.298882;11.845189;11.098765;11.423236;11.660856;4708300;117204874
2009-08-06;BBAS3;BRASIL ON NM;11.639182;11.808028;11.071517;11.363549;11.206179;3564800;88227352
2009-08-07;BBAS3;BRASIL ON NM;11.344868;11.59435;11.126012;11.354366;11.252106;3706300;91675506
2009-08-10;BBAS3;BRASIL ON NM;11.289685;11.45035;11.053352;11.257948;11.298033;1824100;44728264
2009-08-11;BBAS3;BRASIL ON NM;11.220705;11.487511;10.97161;11.244174;11.34396;2854600;69940443
2009-08-12;BBAS3;BRASIL ON NM;11.308079;11.552543;11.0806;11.290088;11.408257;2705300;66551754
2009-08-13;BBAS3;BRASIL ON NM;11.726556;12.077448;11.398486;11.652803;11.679227;4209000;106861923
2009-08-14;BBAS3;BRASIL ON NM;11.787194;11.909394;11.298213;11.634702;11.619474;3180900;80007126
2009-08-17;BBAS3;BRASIL ON NM;11.402628;11.530352;11.110595;11.283117;11.281672;1723100;42035265
2009-08-18;BBAS3;BRASIL ON NM;11.235828;11.74561;11.096867;11.426527;11.545435;2266300;55991095
2009-08-19;BBAS3;BRASIL ON NM;11.379461;11.979586;11.211268;11.690216;11.707395;2559100;64692138
2009-08-20;BBAS3;BRASIL ON NM;11.699161;12.049779;11.50871;11.833626;11.864728;1801400;46081315
2009-08-21;BBAS3;BRASIL ON NM;11.944728;12.148049;11.627687;11.870635;11.864728;2342000;60093794
2009-08-24;BBAS3;BRASIL ON NM;11.875228;12.166767;11.664295;11.916896;11.869355;2351500;60579259
2009-08-25;BBAS3;BRASIL ON NM;11.940094;12.190165;11.755815;11.972409;11.994296;2622000;67883133
2009-08-26;BBAS3;BRASIL ON NM;12.009594;12.307153;11.81988;12.088062;12.170138;2258000;59006320
2009-08-27;BBAS3;BRASIL ON NM;12.190294;12.53645;11.755815;12.189837;12.262687;2808400;74014381
2009-08-28;BBAS3;BRASIL ON NM;12.320027;12.587925;12.103594;12.337873;12.318216;3060300;81637577
2009-08-31;BBAS3;BRASIL ON NM;12.208827;12.391385;11.970889;12.16208;12.105354;3617500;95132463
2009-09-01;BBAS3;BRASIL ON NM;12.130061;12.517732;11.783272;12.16208;11.915629;2819000;74103819
2009-09-02;BBAS3;BRASIL ON NM;11.958628;12.274397;11.673447;11.990914;11.804571;2773100;71881918
2009-09-03;BBAS3;BRASIL ON NM;11.893761;12.068497;11.623111;11.819747;11.929512;2617400;66898755
2009-09-04;BBAS3;BRASIL ON NM;12.018861;12.517732;11.801576;12.245351;12.285824;2871800;76043664
2009-09-08;BBAS3;BRASIL ON NM;12.370994;12.630041;12.217994;12.444274;12.489431;1743900;46921043
2009-09-09;BBAS3;BRASIL ON NM;12.500727;12.864017;12.346123;12.587684;12.697665;2608000;70977010
2009-09-10;BBAS3;BRASIL ON NM;12.625827;13.013762;12.414763;12.740346;12.817978;3015300;83060543
2009-09-11;BBAS3;BRASIL ON NM;12.88066;13.172866;12.616109;12.87913;12.757822;3538100;98490455
2009-09-14;BBAS3;BRASIL ON NM;12.750927;13.238379;12.584076;12.939269;13.04935;3281400;91795048
2009-09-15;BBAS3;BRASIL ON NM;13.079894;13.52383;12.918126;13.226089;13.345505;3403500;97338575
2009-09-16;BBAS3;BRASIL ON NM;13.390327;13.827999;13.22472;13.573048;13.53523;3642100;106864504
2009-09-17;BBAS3;BRASIL ON NM;13.552493;14.249157;13.339121;13.841363;13.69719;6275500;187757076
2009-09-18;BBAS3;BRASIL ON NM;13.760993;13.987103;13.480978;13.721084;13.794366;3479000;103214547
2009-09-21;BBAS3;BRASIL ON NM;13.60346;13.893513;13.362001;13.656319;13.650915;2622900;77441409
2009-09-22;BBAS3;BRASIL ON NM;13.801813;14.155045;13.544092;13.845046;13.91886;2806000;83466800
2009-09-23;BBAS3;BRASIL ON NM;13.923045;14.074993;13.475013;13.77056;13.625489;3514900;103972591
2009-09-24;BBAS3;BRASIL ON NM;13.689907;14.009068;13.272381;13.644865;13.550981;2552300;74815841
2009-09-25;BBAS3;BRASIL ON NM;13.545361;13.933726;13.378303;13.672797;13.746563;1826500;53662884
2009-09-28;BBAS3;BRASIL ON NM;13.811139;14.169172;13.59475;13.924187;13.970084;1813000;54236368
2009-09-29;BBAS3;BRASIL ON NM;13.955685;14.409328;13.783566;14.133678;14.235516;3136400;95251277
2009-09-30;BBAS3;BRASIL ON NM;14.361346;15.115667;14.128961;14.594559;14.542857;4812300;150895101
2009-10-01;BBAS3;BRASIL ON NM;14.477916;14.880221;14.092119;14.468864;14.272769;3874400;120408308
2009-10-02;BBAS3;BRASIL ON NM;14.184161;14.635356;13.797382;14.156955;14.119098;5026000;152882772
2009-10-05;BBAS3;BRASIL ON NM;14.30073;14.536469;13.963172;14.277994;14.365903;3020900;92667404
2009-10-06;BBAS3;BRASIL ON NM;14.68774;14.833131;13.815803;14.319893;14.179635;4441500;136626948
2009-10-07;BBAS3;BRASIL ON NM;14.193486;14.381074;13.677645;13.952119;13.830383;4488900;134542634
2009-10-08;BBAS3;BRASIL ON NM;14.030289;14.286895;13.820408;14.068503;14.086501;3271900;98896460
2009-10-09;BBAS3;BRASIL ON NM;14.123545;14.555304;13.834224;14.277994;14.379873;2170600;66580489
2009-10-13;BBAS3;BRASIL ON NM;14.398648;14.786042;14.092119;14.487486;14.622021;3078000;95826453
2009-10-14;BBAS3;BRASIL ON NM;14.841612;15.256935;14.571067;14.948366;15.087691;4467500;143494109
2009-10-15;BBAS3;BRASIL ON NM;14.920879;15.223973;14.534225;14.901813;14.924706;2312900;74055532
2009-10-16;BBAS3;BRASIL ON NM;14.706392;14.861385;14.299356;14.54335;14.547514;4493700;140405708
2009-10-19;BBAS3;BRASIL ON NM;14.571171;14.833131;14.244093;14.538695;14.617364;3777200;117973806
2009-10-20;BBAS3;BRASIL ON NM;14.198149;14.503506;13.645408;14.077814;14.170322;4511600;136467336
2009-10-21;BBAS3;BRASIL ON NM;14.011638;14.644774;13.838829;14.29196;14.179635;3389800;104062246
2009-10-22;BBAS3;BRASIL ON NM;14.338032;14.762497;13.949356;14.403689;14.459037;1830100;56628675
2009-10-23;BBAS3;BRASIL ON NM;14.613136;14.804878;13.921724;14.35248;14.156352;2360200;72754948
2009-10-26;BBAS3;BRASIL ON NM;14.230789;14.432872;13.765145;14.054537;14.002681;1843800;55677899
2009-10-27;BBAS3;BRASIL ON NM;14.160847;14.343402;13.401329;13.719351;13.550981;3475900;102433131
2009-10-28;BBAS3;BRASIL ON NM;13.591988;13.830129;12.443433;12.99777;12.619642;5215700;145612066
2009-10-29;BBAS3;BRASIL ON NM;12.962514;13.820711;12.646065;13.249159;13.574265;3922100;111672312
2009-10-30;BBAS3;BRASIL ON NM;13.755186;14.004359;12.733565;13.360888;13.136536;3769800;108214586
2009-11-03;BBAS3;BRASIL ON NM;13.149025;13.820711;12.779618;13.402786;13.541668;3778700;108813721
2009-11-04;BBAS3;BRASIL ON NM;13.731872;14.150336;13.373697;13.779871;13.9468;3393500;100485455
2009-11-05;BBAS3;BRASIL ON NM;13.941697;14.197426;13.58554;13.886944;13.9468;2579200;76949182
2009-11-06;BBAS3;BRASIL ON NM;13.951022;14.159754;13.447382;13.817113;13.8071;1096800;32563748
2009-11-09;BBAS3;BRASIL ON NM;14.044278;14.564722;13.838829;14.194198;14.389186;3275800;99920960
2009-11-10;BBAS3;BRASIL ON NM;14.379997;14.710699;14.069093;14.440932;14.547514;2619200;81254690
2009-11-11;BBAS3;BRASIL ON NM;14.580497;14.955563;14.170409;14.60387;14.491634;2356300;73915297
2009-11-12;BBAS3;BRASIL ON NM;14.729705;15.068578;14.28554;14.715598;14.46835;4688900;148204598
2009-11-13;BBAS3;BRASIL ON NM;14.679571;15.126672;14.199032;14.716952;14.960599;3146700;99108240
2009-11-16;BBAS3;BRASIL ON NM;14.979154;15.155035;14.656767;14.908567;14.913848;2507300;79988131
2009-11-17;BBAS3;BRASIL ON NM;14.885534;15.117218;14.573542;14.8852;14.913848;2731000;86985309
2009-11-18;BBAS3;BRASIL ON NM;14.922982;15.126672;14.277633;14.712279;14.446329;2747400;86459506
2009-11-19;BBAS3;BRASIL ON NM;14.347221;14.597239;14.060324;14.305682;14.329449;2683900;82160306
2009-11-23;BBAS3;BRASIL ON NM;14.58127;14.795776;14.148172;14.473929;14.436979;3200200;99125798
2009-11-24;BBAS3;BRASIL ON NM;14.403393;14.625601;13.866134;14.315029;14.399577;3930500;120407957
2009-11-25;BBAS3;BRASIL ON NM;14.375307;14.630329;14.180537;14.399152;14.413603;2550100;78574046
2009-11-26;BBAS3;BRASIL ON NM;14.20211;14.450699;13.847639;14.137434;14.114391;1857000;56173712
2009-11-27;BBAS3;BRASIL ON NM;14.024233;14.549968;13.741297;14.128087;14.390227;1874900;56710883
2009-11-30;BBAS3;BRASIL ON NM;14.300411;14.668145;13.940111;14.338396;14.446329;10705600;328604131
2009-12-01;BBAS3;BRASIL ON NM;14.511055;14.743779;14.208279;14.50197;14.366851;5299400;164418674
2009-12-02;BBAS3;BRASIL ON NM;14.506374;14.72487;14.04183;14.394479;14.21257;3900700;120135621
2009-12-03;BBAS3;BRASIL ON NM;14.323816;14.649237;14.083442;14.347743;14.259321;2229700;68458695
2009-12-04;BBAS3;BRASIL ON NM;14.267644;14.630329;13.986347;14.305682;14.170493;2043800;62576200
2009-12-07;BBAS3;BRASIL ON NM;14.253601;14.720143;14.014088;14.408499;14.539833;2489200;76766686
2009-12-08;BBAS3;BRASIL ON NM;14.394031;14.635056;14.101937;14.371111;14.446329;3343000;102818255
2009-12-09;BBAS3;BRASIL ON NM;14.468927;14.819412;14.088066;14.441214;14.3388;3265300;100890052
2009-12-10;BBAS3;BRASIL ON NM;14.482969;14.630329;14.175914;14.394479;14.34815;2234200;68805531
2009-12-11;BBAS3;BRASIL ON NM;14.464246;14.677599;14.17129;14.394479;14.390227;2505800;77188717
2009-12-14;BBAS3;BRASIL ON NM;14.501693;14.72487;14.217526;14.487949;14.493081;3244500;100601821
2009-12-15;BBAS3;BRASIL ON NM;14.478288;14.72487;14.22215;14.469255;14.493081;2425800;75122927
2009-12-16;BBAS3;BRASIL ON NM;14.553184;14.809958;14.17129;14.50197;14.329449;3208700;99583920
2009-12-17;BBAS3;BRASIL ON NM;14.347221;14.493243;13.547106;13.86637;13.768427;4506300;133728929
2009-12-18;BBAS3;BRASIL ON NM;13.865079;14.15762;13.556353;13.857022;13.838555;2485900;73724176
2009-12-21;BBAS3;BRASIL ON NM;13.958699;14.115076;13.496247;13.824308;13.651547;1612000;47680828
2009-12-22;BBAS3;BRASIL ON NM;13.854348;14.028727;13.383854;13.677786;13.6226;2969400;86364073
2009-12-23;BBAS3;BRASIL ON NM;13.717736;13.943099;13.346625;13.626048;13.650834;1799100;52129125
2009-12-28;BBAS3;BRASIL ON NM;13.80253;13.943099;13.449005;13.701304;13.650834;965200;28114403
2009-12-29;BBAS3;BRASIL ON NM;13.684761;13.890771;13.421083;13.621344;13.6226;1155200;33460435
2009-12-30;BBAS3;BRASIL ON NM;13.595256;14.128626;13.425737;13.818891;13.975517;2143800;63009054
2010-01-04;BBAS3;BRASIL ON NM;14.038068;14.27134;13.821296;14.063473;14.069629;3660200;109461841
2010-01-05;BBAS3;BRASIL ON NM;14.179391;14.318911;13.58396;13.983514;13.928462;3110300;92482887
